# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr  4 16:08:10 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_ntranspec:   Number of Transmission Spectroscopy Measurements
#
loc_rowid,pl_name,hostname,pl_letter,discoverymethod,pl_orbper,pl_radj,pl_massj,pl_dens,pl_eqt,pl_ratror,rowupdate,pl_pubdate,releasedate,st_nspec,pl_ntranspec
199,CoRoT-2 b,CoRoT-2,b,Transit,1.74299640,1.465,3.31000,,,,2014-05-16,2008-05,2014-05-16,0,0
200,CoRoT-2 b,CoRoT-2,b,Transit,1.74299350,1.470,3.62000,1.41800,1548,,2016-01-12,2011-11,2016-01-14,0,0
201,CoRoT-2 b,CoRoT-2,b,Transit,1.74299609,1.475,,,,0.16820,2016-08-17,2016-11,2016-08-18,0,0
202,CoRoT-2 b,CoRoT-2,b,Transit,1.74299350,1.460,3.57000,1.42700,1521,,2016-01-12,2012-10,2016-01-14,0,0
203,CoRoT-2 b,CoRoT-2,b,Transit,1.74299673,1.466,3.30000,1.30000,,,2019-03-18,2017-06,2019-03-21,0,0
204,CoRoT-20 b,CoRoT-20,b,Transit,9.24285000,1.160,5.06000,4.00000,1100,,2018-07-18,2012-10,2016-01-14,0,0
205,CoRoT-20 b,CoRoT-20,b,Transit,9.24285000,0.840,4.23000,8.90000,,,2019-03-18,2017-06,2019-03-21,0,0
206,CoRoT-20 b,CoRoT-20,b,Transit,9.24285000,,4.30000,,,,2018-07-18,2018-07,2018-07-19,0,0
207,CoRoT-20 b,CoRoT-20,b,Transit,9.24318000,1.000,4.14000,5.20000,1024,0.08840,2019-10-04,2019-02,2019-10-10,0,0
208,CoRoT-20 b,CoRoT-20,b,Transit,9.24285000,0.840,4.24000,8.87000,1002,0.08420,2018-07-18,2012-02,2014-05-14,0,0
209,CoRoT-20 c,CoRoT-20,c,Radial Velocity,1675.00000000,,,,,,2018-07-18,2018-07,2018-07-19,0,0
210,CoRoT-21 b,CoRoT-21,b,Transit,2.72474000,1.300,2.26000,1.36000,,0.06700,2018-12-03,2012-09,2018-12-06,0,0
211,CoRoT-21 b,CoRoT-21,b,Transit,2.72474000,1.300,2.22000,1.24000,,,2019-03-18,2017-06,2019-03-21,0,0
212,CoRoT-22 b,CoRoT-22,b,Transit,9.75598000,0.435,0.03800,0.24900,885,0.03927,2014-08-21,2014-08,2014-08-21,0,0
213,CoRoT-23 b,CoRoT-23,b,Transit,3.63130000,1.050,3.09000,3.30000,,,2019-03-18,2017-06,2019-03-21,0,0
214,CoRoT-23 b,CoRoT-23,b,Transit,3.63130000,1.180,3.06000,2.32750,1710,,2016-01-12,2012-10,2016-01-14,0,0
215,CoRoT-23 b,CoRoT-23,b,Transit,3.63130000,1.050,2.80000,3.00000,1660,0.06710,2014-05-14,2012-01,2014-05-14,0,0
216,CoRoT-24 b,CoRoT-24,b,Transit,5.11340000,0.330,0.01800,0.90000,1070,0.03700,2018-06-06,2014-07,2018-05-31,0,0
217,CoRoT-24 c,CoRoT-24,c,Transit,11.75900000,0.440,0.08800,1.30000,850,0.05000,2014-06-11,2014-07,2014-06-11,0,0
218,CoRoT-25 b,CoRoT-25,b,Transit,4.86069000,1.080,0.27000,0.15000,1330,0.08500,2014-05-14,2013-07,2014-05-14,0,0
219,CoRoT-25 b,CoRoT-25,b,Transit,4.86069000,1.080,0.29300,0.24000,,,2019-03-18,2017-06,2019-03-21,0,0
220,CoRoT-26 b,CoRoT-26,b,Transit,4.20474000,1.260,0.58000,0.36000,,,2019-03-18,2017-06,2019-03-21,0,0
221,CoRoT-26 b,CoRoT-26,b,Transit,4.20474000,1.260,0.52000,0.28000,1600,0.07180,2014-05-14,2013-07,2014-05-14,0,0
222,CoRoT-27 b,CoRoT-27,b,Transit,3.57532000,1.007,10.39000,12.60000,1500,0.09900,2014-05-14,2014-02,2014-05-14,0,0
223,CoRoT-27 b,CoRoT-27,b,Transit,3.57532000,1.007,10.30000,12.50000,,,2019-03-18,2017-06,2019-03-21,0,0
224,CoRoT-28 b,CoRoT-28,b,Transit,5.20851000,0.955,0.48100,0.68000,,,2019-03-18,2017-06,2019-03-21,0,0
225,CoRoT-28 b,CoRoT-28,b,Transit,5.20851000,0.955,0.48400,0.69000,,0.05510,2015-04-16,2015-07,2015-04-16,0,0
226,CoRoT-29 b,CoRoT-29,b,Transit,2.85057000,0.900,0.85000,1.45000,,0.10280,2015-04-16,2015-07,2015-04-16,0,0
227,CoRoT-29 b,CoRoT-29,b,Transit,2.85057000,0.900,0.84000,1.44000,,,2019-03-18,2017-06,2019-03-21,0,0
228,CoRoT-29 b,CoRoT-29,b,Transit,2.85056150,,,,,0.11050,2016-02-24,2016-05,2016-02-25,0,0
229,CoRoT-3 b,CoRoT-3,b,Transit,4.25680000,1.010,21.66000,26.40000,,0.06630,2014-05-14,2008-12,2014-05-14,0,0
230,CoRoT-3 b,CoRoT-3,b,Transit,4.25679940,1.010,21.44000,25.90000,,,2019-03-18,2017-06,2019-03-21,0,0
231,CoRoT-3 b,CoRoT-3,b,Transit,,,,,,0.06410,2014-08-21,2014-07,2014-08-21,0,0
232,CoRoT-3 b,CoRoT-3,b,Transit,4.25679940,0.993,21.23000,,,0.06632,2019-10-18,2009-10,2019-10-24,0,0
233,CoRoT-3 b,CoRoT-3,b,Transit,4.25679940,1.037,21.96000,24.50000,1695,,2016-01-12,2011-11,2016-01-14,0,0
234,CoRoT-30 b,CoRoT-30,b,Transit,9.06005000,1.009,2.90000,3.45000,,0.11400,2020-04-10,2020-03,2020-04-16,0,0
235,CoRoT-31 b,CoRoT-31,b,Transit,4.62941000,1.460,0.84000,0.33000,,0.06990,2020-04-10,2020-03,2020-04-16,0,0
236,CoRoT-4 b,CoRoT-4,b,Transit,9.20205000,1.190,0.72000,0.52500,1074,0.10470,2014-05-14,2008-09,2014-05-14,0,0
237,CoRoT-4 b,CoRoT-4,b,Transit,9.20205000,1.160,0.73100,0.58300,1058,,2016-01-12,2011-11,2016-01-14,0,0
238,CoRoT-4 b,CoRoT-4,b,Transit,9.20205000,1.190,0.70300,0.51700,,,2019-03-18,2017-06,2019-03-21,0,0
239,CoRoT-5 b,CoRoT-5,b,Transit,4.03789620,1.388,0.47800,0.22100,,,2019-03-18,2017-06,2019-03-21,0,0
240,CoRoT-5 b,CoRoT-5,b,Transit,4.03789620,1.388,0.46700,0.21700,1438,,2014-05-14,2009-10,2014-05-14,0,0
241,CoRoT-5 b,CoRoT-5,b,Transit,4.03789620,1.182,0.47000,0.35400,1348,,2016-01-12,2011-11,2016-01-14,0,0
242,CoRoT-5 b,CoRoT-5,b,Transit,4.03791560,1.256,0.45900,0.28800,1397,0.11550,2019-10-04,2019-02,2019-10-10,0,0
243,CoRoT-6 b,CoRoT-6,b,Transit,8.88659300,1.166,2.95000,2.30000,,,2019-03-18,2017-06,2019-03-21,0,0
244,CoRoT-6 b,CoRoT-6,b,Transit,8.88659300,1.166,2.96000,2.32000,1017,0.11690,2014-05-14,2010-03,2014-05-14,0,0
245,CoRoT-6 b,CoRoT-6,b,Transit,8.88659300,1.185,2.96000,2.21000,1025,,2016-01-12,2011-11,2016-01-14,0,0
246,CoRoT-7 b,CoRoT-7,b,Transit,0.85358500,0.150,0.06600,,,0.01870,2018-04-25,2009-10,2015-03-05,0,0
247,CoRoT-7 b,CoRoT-7,b,Transit,0.85359165,,0.01500,6.61000,,,2018-04-25,2014-01,2015-03-05,0,0
248,CoRoT-7 b,CoRoT-7,b,Transit,0.85400000,0.141,0.01447,6.50000,,0.01720,2019-08-23,2019-09,2019-08-29,0,0
249,CoRoT-7 b,CoRoT-7,b,Transit,0.85359163,0.150,0.01283,,,,2020-11-13,2017-03,2020-11-19,0,0
250,CoRoT-7 b,CoRoT-7,b,Transit,0.85359159,0.141,0.01800,7.50000,1756,0.01784,2018-04-25,2014-07,2015-03-05,0,0
251,CoRoT-7 b,CoRoT-7,b,Transit,0.85358500,0.166,0.02200,6.00000,1910,,2018-04-25,2011-11,2016-01-14,0,0
252,CoRoT-7 b,CoRoT-7,b,Transit,0.85358500,,0.01510,,,,2018-04-25,2009-10,2015-09-10,0,0
253,CoRoT-7 c,CoRoT-7,c,Radial Velocity,3.70000000,,0.04300,,,,2014-07-09,2014-01,2014-07-09,0,0
254,CoRoT-7 c,CoRoT-7,c,Radial Velocity,3.69800000,,0.02643,,,,2015-09-08,2009-10,2015-09-10,0,0
255,CoRoT-8 b,CoRoT-8,b,Transit,6.21238100,0.570,0.21800,1.45000,,,2019-03-18,2017-06,2019-03-21,0,0
256,CoRoT-8 b,CoRoT-8,b,Transit,6.21229000,0.712,0.21600,0.74000,922,,2016-01-12,2011-11,2016-01-14,0,0
257,CoRoT-8 b,CoRoT-8,b,Transit,6.21229000,0.570,0.22000,1.60000,,0.07500,2014-05-14,2010-09,2014-05-14,0,0
258,CoRoT-8 b,CoRoT-8,b,Transit,6.21244500,0.619,0.21800,1.10000,870,0.08490,2019-10-04,2019-02,2019-10-10,0,0
259,CoRoT-9 b,CoRoT-9,b,Transit,95.27265600,1.066,0.84600,0.91000,,,2019-03-18,2017-06,2019-03-21,0,0
260,CoRoT-9 b,CoRoT-9,b,Transit,95.27265600,1.066,0.84000,0.86000,420,0.11402,2017-12-12,2017-07,2017-12-14,0,0
261,CoRoT-9 b,CoRoT-9,b,Transit,95.27380000,1.050,0.84000,0.90000,,0.11500,2017-12-12,2010-03,2014-05-14,0,0
262,CoRoT-9 b,CoRoT-9,b,Transit,95.27380000,1.037,0.82600,0.92000,413,,2017-12-12,2011-11,2016-01-14,0,0
263,CoRoTID 223977153 b,CoRoTID 223977153,b,Transit,6.71837000,0.570,0.15000,1.10000,938,0.05400,2017-09-14,2018-01,2017-09-15,0,0
264,DE CVn b,DE CVn,b,Eclipse Timing Variations,4098.10000000,,,,,,2019-07-03,2018-11,2019-07-11,0,0
265,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,Astrometry,246.36000000,,28.50000,,,,2014-05-14,2013-08,2014-05-14,0,0
266,DH Tau b,DH Tau,b,Imaging,,2.700,11.00000,,2200,,2016-02-24,2014-03,2016-02-25,0,0
267,DH Tau b,DH Tau,b,Imaging,,,11.00000,,,,2014-05-14,2012-04,2014-05-14,0,0
268,DMPP-1 b,DMPP-1,b,Radial Velocity,18.57000000,,,,877,,2020-01-23,2019-12,2020-01-30,0,0
269,DMPP-1 c,DMPP-1,c,Radial Velocity,6.58400000,,,,1239,,2020-01-23,2019-12,2020-01-30,0,0
270,DMPP-1 d,DMPP-1,d,Radial Velocity,2.88200000,,,,1632,,2020-01-23,2019-12,2020-01-30,0,0
271,DMPP-1 e,DMPP-1,e,Radial Velocity,5.51600000,,,,1314,,2020-01-23,2019-12,2020-01-30,0,0
272,DMPP-2 b,DMPP-2,b,Radial Velocity,5.20720000,,,,1000,,2020-01-23,2019-12,2020-01-30,0,0
273,DMPP-3 A b,DMPP-3 A,b,Radial Velocity,6.67320000,,,,854,,2020-01-23,2019-12,2020-01-30,0,0
274,DMPP-3 A b,DMPP-3 A,b,Radial Velocity,6.67360000,,,,854,,2020-01-23,2019-12,2020-01-30,0,0
275,DP Leo b,DP Leo,b,Eclipse Timing Variations,10220.00000000,,,,,,2014-05-14,2011-02,2014-05-14,0,0
276,DP Leo b,DP Leo,b,Eclipse Timing Variations,8693.00000000,,6.28000,,,,2014-05-16,2010-01,2014-05-16,0,0
277,DS Tuc A b,DS Tuc A,b,Transit,8.13822000,,,,966,,2020-11-16,2017-07,2020-11-16,0,0
278,DS Tuc A b,DS Tuc A,b,Transit,8.13826800,0.509,,,850,0.05419,2019-07-03,2019-07,2019-07-11,0,0
279,DS Tuc A b,DS Tuc A,b,Transit,8.13870000,0.500,1.30000,,,0.05972,2019-08-09,2019-10,2019-08-15,0,0
280,EPIC 201170410.02,EPIC 201170410,b,Transit,6.79870000,0.093,,,,0.03400,2020-11-13,2020-08,2020-11-19,0,0
281,EPIC 201238110 b,EPIC 201238110,b,Transit,28.16960000,0.200,,,,0.05400,2019-09-05,2019-09,2019-09-05,0,0
282,EPIC 201238110 b,EPIC 201238110,b,Transit,28.16560000,0.167,,,,0.04580,2019-06-03,2019-07,2019-06-13,0,0
283,EPIC 201497682 b,EPIC 201497682,b,Transit,2.13174000,0.062,,,,0.01150,2019-06-03,2019-07,2019-06-13,0,0
284,EPIC 201615463 c,K2-166,c,Transit,3.80464000,0.109,,,,0.00930,2019-06-03,2019-07,2019-06-13,0,0
285,EPIC 201754305 d,K2-16,d,Transit,2.71578000,0.092,,,,0.01500,2019-06-03,2019-07,2019-06-13,0,0
286,EPIC 201757695.02,EPIC 201757695,b,Transit,2.04780000,0.081,,,,0.01270,2020-11-13,2020-08,2020-11-19,0,0
287,EPIC 201833600 c,K2-50,c,Transit,3.96151000,0.089,,,,0.01680,2019-06-03,2019-07,2019-06-13,0,0
288,EPIC 201833600 c,K2-50,c,Transit,3.96165000,0.132,,,,0.02140,2019-09-05,2019-09,2019-09-05,0,0
289,EPIC 201841433 b,EPIC 201841433,b,Transit,4.16959000,0.098,,,,0.01600,2020-11-13,2019-07,2019-06-13,0,0
290,EPIC 201841433 b,EPIC 201841433,b,Transit,4.16980000,0.093,,,,0.01520,2020-11-13,2020-08,2020-11-19,0,0
291,EPIC 201841433 b,EPIC 201841433,b,Transit,4.16888000,0.126,,,,0.02050,2019-09-05,2019-09,2019-09-05,0,0
292,EPIC 205950854 c,K2-168,c,Transit,8.05160000,0.145,,,,0.01640,2019-09-05,2019-09,2019-09-05,0,0
293,EPIC 205950854 c,K2-168,c,Transit,8.04680000,0.105,,,,0.01240,2019-08-09,2019-07,2019-06-13,0,0
294,EPIC 205950854 c,K2-168,c,Transit,8.05072200,0.117,,,961,0.01258,2019-08-09,2019-07,2019-08-15,0,0
295,EPIC 206024342 b,EPIC 206024342,b,Transit,4.50756000,0.152,,,,0.01470,2019-06-03,2019-07,2019-06-13,0,0
296,EPIC 206024342 b,EPIC 206024342,b,Transit,4.50717000,0.128,,,,0.01600,2019-09-05,2019-09,2019-09-05,0,0
297,EPIC 206032309 b,EPIC 206032309,b,Transit,2.87814000,0.090,,,,0.04050,2019-06-03,2019-07,2019-06-13,0,0
298,EPIC 206042996 b,EPIC 206042996,b,Transit,5.29853000,0.296,,,,0.04550,2019-09-05,2019-09,2019-09-05,0,0
299,EPIC 206042996 b,EPIC 206042996,b,Transit,5.29711000,0.145,,,,0.02940,2019-06-03,2019-07,2019-06-13,0,0
300,EPIC 206215704 b,EPIC 206215704,b,Transit,2.25372000,0.080,,,,0.02250,2019-06-03,2019-07,2019-06-13,0,0
301,EPIC 206215704 b,EPIC 206215704,b,Transit,2.25558000,0.200,,,,0.05010,2019-09-05,2019-09,2019-09-05,0,0
302,EPIC 206317286 b,EPIC 206317286,b,Transit,1.58252000,0.086,,,,0.01330,2019-06-03,2019-07,2019-06-13,0,0
303,EPIC 206317286 b,EPIC 206317286,b,Transit,1.58316000,0.109,,,,0.01680,2019-09-05,2019-09,2019-09-05,0,0
304,EPIC 211822797 b,EPIC 211822797,b,Transit,21.16860000,0.194,,,,0.03110,2019-09-05,2019-09,2019-09-05,0,0
305,EPIC 211822797 b,EPIC 211822797,b,Transit,21.17623917,,,,,,2016-12-21,2016-10,2016-12-21,0,0
306,EPIC 211822797 b,EPIC 211822797,b,Transit,21.15950000,,,,,,2017-12-14,2017-12,2017-12-14,0,0
307,EPIC 211822797 b,EPIC 211822797,b,Transit,21.16961900,0.196,,,,0.03360,2017-12-12,2017-02,2016-12-21,0,0
308,EPIC 211822797 b,EPIC 211822797,b,Transit,21.16986100,0.177,,,,0.03182,2017-12-12,2017-11,2017-10-26,0,0
309,EPIC 211822797 b,EPIC 211822797,b,Transit,21.16968700,0.200,,,,0.03350,2017-12-13,2017-02,2017-12-13,0,0
310,EPIC 211822797 b,EPIC 211822797,b,Transit,21.16987000,0.178,,,,0.03200,2017-12-14,2017-11,2017-12-14,0,0
311,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49221000,0.514,,,817,0.03790,2018-10-24,2018-12,2018-10-26,0,0
312,EPIC 211945201 b,EPIC 211945201,b,Transit,19.50735025,,,,,,2016-12-21,2016-10,2016-12-21,0,0
313,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49213200,0.540,,,,0.03730,2017-12-14,2018-01,2017-12-14,0,0
314,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49179500,0.520,,,,0.03801,2018-02-15,2018-03,2018-02-15,0,0
315,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49196500,0.610,,,,,2019-02-26,2018-07,2019-02-26,0,0
316,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49183000,0.532,,,,0.03900,2019-09-05,2019-09,2019-09-05,0,0
317,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49100000,,,,,0.03717,2016-07-18,2016-10,2016-07-18,0,0
318,EPIC 211945201 b,EPIC 211945201,b,Transit,19.49213000,0.546,0.08495,0.65000,886,0.04070,2018-10-24,2018-07,2018-05-31,0,0
319,EPIC 212297394 b,EPIC 212297394,b,Transit,2.28943000,0.118,,,,0.01620,2019-06-03,2019-07,2019-06-13,0,0
320,EPIC 212297394 b,EPIC 212297394,b,Transit,2.28896000,0.163,,,,0.02240,2019-09-05,2019-09,2019-09-05,0,0
321,EPIC 212424622 b,EPIC 212424622,b,Transit,18.09830000,0.194,,,,0.01480,2019-06-03,2019-07,2019-06-13,0,0
322,EPIC 212424622 b,EPIC 212424622,b,Transit,18.09710000,0.197,,,,0.01650,2019-09-05,2019-09,2019-09-05,0,0
323,EPIC 212499991 b,EPIC 212499991,b,Transit,34.88500000,0.143,,,,0.01930,2019-06-03,2019-07,2019-06-13,0,0
324,EPIC 212587672 b,EPIC 212587672,b,Transit,15.28410000,0.100,,,,0.01080,2019-06-03,2019-07,2019-06-13,0,0
325,EPIC 212587672 b,EPIC 212587672,b,Transit,15.28410000,0.124,,,,0.01300,2019-09-05,2019-09,2019-09-05,0,0
326,EPIC 212737443 b,EPIC 212737443,b,Transit,13.60300000,0.231,,,536,0.03520,2019-07-19,2019-09,2019-07-25,0,0
327,EPIC 212737443 b,EPIC 212737443,b,Transit,13.60300000,,,,,0.03481,2016-07-18,2016-10,2016-07-18,0,0
328,EPIC 212737443 b,EPIC 212737443,b,Transit,13.60697954,,,,,,2016-12-21,2016-10,2016-12-21,0,0
329,EPIC 212737443 c,EPIC 212737443,c,Transit,65.55000000,0.240,,,316,0.03660,2019-07-19,2019-09,2019-07-25,0,0
330,EPIC 220554210 c,K2-282,c,Transit,0.70538600,0.154,,,,0.01560,2019-09-05,2019-09,2019-09-05,0,0
331,EPIC 220554210 c,K2-282,c,Transit,0.70531000,0.132,,,,0.01460,2019-06-03,2019-07,2019-06-13,0,0
332,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57129900,0.149,,,,0.01688,2018-10-24,2018-03,2018-02-15,0,0
333,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57129900,0.150,,,,0.01688,2018-02-15,2018-03,2018-02-15,0,0
334,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57133600,0.162,0.02832,8.57000,2063,0.01745,2018-10-24,2017-06,2017-12-14,0,0
335,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57100000,0.153,0.02429,8.50000,,0.01598,2019-08-23,2019-09,2019-08-29,0,0
336,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57133600,0.160,,,,0.01740,2017-12-14,2018-01,2017-12-14,0,0
337,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57128500,0.162,,,,0.01633,2019-09-05,2019-09,2019-09-05,0,0
338,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57133100,0.162,,,2119,0.01710,2018-10-24,2018-12,2018-10-26,0,0
339,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57130800,0.130,,,,0.01610,2018-10-24,2017-02,2017-01-26,0,0
340,EPIC 220674823 b,EPIC 220674823,b,Transit,0.57129200,0.136,0.02630,13.10000,2333,0.01601,2018-10-24,2017-12,2018-06-21,0,0
341,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33970000,0.223,0.01825,2.00000,774,0.02632,2018-10-24,2017-12,2018-06-21,0,0
342,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33877000,0.338,,,,0.03410,2019-09-05,2019-09,2019-09-05,0,0
343,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33868700,0.250,,,,0.02650,2017-12-14,2018-01,2017-12-14,0,0
344,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33974600,0.241,,,,0.02736,2018-10-24,2018-03,2018-02-15,0,0
345,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33870000,0.247,0.01793,1.30000,722,0.02650,2018-10-24,2017-06,2017-12-14,0,0
346,EPIC 220674823 c,EPIC 220674823,c,Transit,13.34124500,0.226,,,,0.02800,2018-10-24,2017-02,2017-01-26,0,0
347,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33974600,0.240,,,,0.02736,2018-02-15,2018-03,2018-02-15,0,0
348,EPIC 220674823 c,EPIC 220674823,c,Transit,13.33907900,0.244,,,741,0.02560,2018-10-24,2018-12,2018-10-26,0,0
349,EPIC 246851721 b,EPIC 246851721,b,Transit,6.18023500,1.051,3.00000,3.10000,1401,0.06810,2019-12-02,2018-12,2018-10-26,0,0
350,EPIC 248847494 b,EPIC 248847494,b,Transit,3650.00000000,1.110,13.00000,,183,0.04200,2019-07-19,2018-07,2019-07-25,0,0
351,EPIC 249893012 b,EPIC 249893012,b,Transit,3.59510000,0.174,0.02753,6.39000,1616,0.01040,2020-02-06,2020-04,2020-02-13,0,0
352,EPIC 249893012 c,EPIC 249893012,c,Transit,15.62400000,0.327,0.04616,1.62000,990,0.01970,2020-02-06,2020-04,2020-02-13,0,0
353,EPIC 249893012 d,EPIC 249893012,d,Transit,35.74700000,0.352,0.03203,0.91000,752,0.02110,2020-02-06,2020-04,2020-02-13,0,0
354,FU Tau b,FU Tau,b,Imaging,,,16.00000,,2375,,2016-03-09,2009-02,2016-03-10,0,0
355,G 9-40 b,G 9-40,b,Transit,5.74591200,,,,,,2019-02-26,2018-07,2019-02-26,0,0
356,G 9-40 b,G 9-40,b,Transit,5.74600700,0.181,,,456,0.06050,2020-01-13,2020-03,2020-01-16,0,0
357,GJ 1061 b,GJ 1061,b,Radial Velocity,3.20400000,,,,,,2020-02-21,2020-03,2020-02-27,0,0
358,GJ 1061 c,GJ 1061,c,Radial Velocity,6.68900000,,,,,,2020-02-21,2020-03,2020-02-27,0,0
359,GJ 1061 d,GJ 1061,d,Radial Velocity,13.03100000,,,,,,2020-02-21,2020-03,2020-02-27,0,0
360,GJ 1132 b,GJ 1132,b,Transit,,,0.00497,,,,2018-06-26,2017-01,2016-12-01,0,117
361,GJ 1132 b,GJ 1132,b,Transit,1.62893100,0.101,0.00522,6.30000,529,,2020-05-28,2018-10,2020-06-04,0,117
362,GJ 1132 b,GJ 1132,b,Transit,1.62893000,0.103,0.00510,6.00000,409,0.05120,2018-06-26,2015-11,2015-11-12,0,117
363,GJ 1132 b,GJ 1132,b,Transit,1.62892870,0.128,0.00513,3.10000,644,0.05041,2018-06-26,2017-04,2017-07-27,0,117
364,GJ 1132 c,GJ 1132,c,Radial Velocity,8.92900000,,,,300,,2018-06-26,2018-10,2018-06-21,0,0
365,GJ 1148 b,GJ 1148,b,Radial Velocity,41.38000000,,,,,,2017-10-16,2018-02,2017-10-19,3,0
366,GJ 1148 b,GJ 1148,b,Radial Velocity,41.39700000,,,,,,2017-10-16,2010-05,2014-05-14,3,0
367,GJ 1148 c,GJ 1148,c,Radial Velocity,532.58000000,,,,,,2017-10-16,2018-02,2017-10-19,3,0
368,GJ 1151 b,GJ 1151,b,Radial Velocity,2.01800000,,,,,,2021-03-25,2021-02,2021-04-01,0,0
369,GJ 1214 b,GJ 1214,b,Transit,1.58040482,0.203,0.02000,3.03000,,0.11610,2015-12-02,2011-04,2014-10-29,2,140
370,GJ 1214 b,GJ 1214,b,Transit,1.58040417,,,,604,,2015-12-16,2014-03,2015-12-17,2,140
371,GJ 1214 b,GJ 1214,b,Transit,1.58040456,0.254,0.01970,1.49000,,,2015-12-02,2013-01,2015-12-03,2,140
372,GJ 1214 b,GJ 1214,b,Transit,1.58040465,,,,,,2015-12-02,2014-01,2015-10-15,2,140
373,GJ 1214 b,GJ 1214,b,Transit,1.58040481,,,,,,2015-12-02,2013-04,2015-10-15,2,140
374,GJ 1214 b,GJ 1214,b,Transit,1.58040487,0.244,0.02004,1.68000,547,0.11950,2016-01-27,2011-04,2016-01-28,2,140
375,GJ 1214 b,GJ 1214,b,Transit,1.58040494,,,,,,2015-12-02,2014-05,2015-07-02,2,140
376,GJ 1214 b,GJ 1214,b,Transit,1.58039250,0.239,0.02100,1.87000,555,0.11620,2016-01-27,2009-12,2016-01-28,2,140
377,GJ 1214 b,GJ 1214,b,Transit,1.58040490,0.240,,,,0.11710,2015-12-02,2011-07,2014-10-29,2,140
378,GJ 1214 b,GJ 1214,b,Transit,1.58040430,0.233,,,,,2015-12-16,2010-09,2015-12-17,2,140
379,GJ 1214 b,GJ 1214,b,Transit,1.58040481,,,,,,2015-12-02,2011-12,2015-09-18,2,140
380,GJ 1214 b,GJ 1214,b,Transit,1.58040482,0.236,0.02000,1.89000,,0.11610,2015-12-02,2011-04,2014-10-29,2,140
381,GJ 1214 b,GJ 1214,b,Transit,,,,,,0.11600,2015-12-02,2012-03,2015-08-27,2,140
382,GJ 1214 b,GJ 1214,b,Transit,1.58040835,,,,,,2015-12-02,2012-02,2015-10-22,2,140
383,GJ 1252 b,GJ 1252,b,Transit,0.51822400,,,,,,2020-12-18,2017-07,2020-12-18,0,0
384,GJ 1252 b,GJ 1252,b,Transit,0.51823490,0.106,0.00658,,1089,0.02802,2020-02-06,2020-02,2020-02-13,0,0
385,GJ 1265 b,GJ 1265,b,Radial Velocity,3.65110000,,,,,,2018-12-03,2018-12,2018-12-06,0,0
386,GJ 143 b,GJ 143,b,Transit,35.61253000,0.233,0.07142,7.00000,422,0.03500,2019-04-22,2019-04,2019-04-25,1,0
387,GJ 143 b,GJ 143,b,Transit,35.61342100,,,,396,,2021-03-24,2017-07,2021-03-24,1,0
388,GJ 143 b,GJ 143,b,Transit,35.58900000,,0.09637,,,,2019-04-22,2019-02,2019-02-14,1,0
389,GJ 15 A b,GJ 15 A,b,Radial Velocity,11.44070000,,,,,,2019-10-02,2018-09,2019-10-10,5,0
390,GJ 15 A b,GJ 15 A,b,Radial Velocity,11.44330000,,,,550,,2019-10-02,2014-10,2019-10-10,5,0
391,GJ 15 A c,GJ 15 A,c,Radial Velocity,7600.00000000,,,,,,2019-10-02,2018-09,2019-10-10,5,0
392,GJ 160.2 b,GJ 160.2,b,Radial Velocity,5.23540000,,,,,,2019-10-04,2014-06,2019-10-10,2,0
393,GJ 163 b,GJ 163,b,Radial Velocity,8.63182000,,,,,,2017-01-24,2013-08,2017-01-26,0,0
